date,season,home_team,away_team,home_wins,home_win_rate,away_win_rate,win_rate_advantage,home_runs_per_game,away_runs_per_game,home_runs_allowed_per_game,away_runs_allowed_per_game,offensive_advantage,defensive_advantage,home_run_differential,away_run_differential,run_diff_advantage,h2h_advantage,is_early_season,is_late_season,home_field
2022-06-26,2022,San Francisco Giants,Cincinnati Reds,0,0.55,0.25,0.30000000000000004,4.25,4.35,3.25,6.25,-0.09999999999999964,3.0,1.0,-1.9000000000000004,2.9000000000000004,0.4,0,0,1
2022-06-26,2022,Texas Rangers,Washington Nationals,0,0.5,0.4,0.09999999999999998,4.35,4.45,4.6,5.6,-0.10000000000000053,1.0,-0.25,-1.1499999999999995,0.8999999999999995,0.5,0,0,1
2022-06-26,2022,St. Louis Cardinals,Chicago Cubs,0,0.5,0.25,0.25,4.35,3.6,3.9,6.85,0.7499999999999996,2.9499999999999997,0.44999999999999973,-3.2499999999999996,3.6999999999999993,0.5714285714285714,0,0,1
2022-06-26,2022,Chicago White Sox,Baltimore Orioles,1,0.5,0.55,-0.050000000000000044,5.45,4.65,5.15,4.4,0.7999999999999998,-0.75,0.2999999999999998,0.25,0.04999999999999982,0.0,0,0,1
2022-06-26,2022,Miami Marlins,New York Mets,1,0.55,0.6,-0.04999999999999993,4.7,4.6,4.5,4.95,0.10000000000000053,0.4500000000000002,0.20000000000000018,-0.35000000000000053,0.5500000000000007,0.16666666666666666,0,0,1
2022-06-26,2022,Kansas City Royals,Oakland Athletics,0,0.45,0.2,0.25,4.15,2.55,5.15,5.65,1.6000000000000005,0.5,-1.0,-3.1000000000000005,2.1000000000000005,0.6,0,0,1
2022-06-26,2022,Tampa Bay Rays,Pittsburgh Pirates,1,0.45,0.3,0.15000000000000002,3.9,3.95,3.55,4.9,-0.050000000000000266,1.3500000000000005,0.3500000000000001,-0.9500000000000002,1.3000000000000003,1.0,0,0,1
2022-06-26,2022,Cleveland Guardians,Boston Red Sox,0,0.65,0.8,-0.15000000000000002,4.35,4.65,4.1,3.15,-0.3000000000000007,-0.9499999999999997,0.25,1.5000000000000004,-1.2500000000000004,0.0,0,0,1
2022-06-26,2022,New York Yankees,Houston Astros,1,0.75,0.6,0.15000000000000002,5.55,5.0,3.4,3.95,0.5499999999999998,0.5500000000000003,2.15,1.0499999999999998,1.1,0.3333333333333333,0,0,1
2022-06-26,2022,San Diego Padres,Philadelphia Phillies,0,0.6,0.7,-0.09999999999999998,5.85,5.05,4.15,4.2,0.7999999999999998,0.04999999999999982,1.6999999999999993,0.8499999999999996,0.8499999999999996,0.5,0,0,1
2022-06-26,2022,Arizona Diamondbacks,Detroit Tigers,0,0.4,0.3,0.10000000000000003,4.75,3.2,4.9,5.85,1.5499999999999998,0.9499999999999993,-0.15000000000000036,-2.6499999999999995,2.499999999999999,0.5,0,0,1
2022-06-26,2022,Los Angeles Angels,Seattle Mariners,0,0.4,0.5,-0.09999999999999998,3.6,3.6,3.8,3.0,0.0,-0.7999999999999998,-0.19999999999999973,0.6000000000000001,-0.7999999999999998,0.7142857142857143,0,0,1
2022-06-26,2022,Minnesota Twins,Colorado Rockies,1,0.5,0.4,0.09999999999999998,4.9,3.9,4.85,4.35,1.0000000000000004,-0.5,0.05000000000000071,-0.44999999999999973,0.5000000000000004,0.5,0,0,1
2022-06-27,2022,St. Louis Cardinals,Miami Marlins,1,0.45,0.55,-0.10000000000000003,4.35,4.6,4.05,4.4,-0.25,0.35000000000000053,0.2999999999999998,0.1999999999999993,0.10000000000000053,0.6666666666666666,0,0,1
2022-06-27,2022,Cleveland Guardians,Minnesota Twins,0,0.65,0.5,0.15000000000000002,4.3,4.75,4.25,4.85,-0.4500000000000002,0.5999999999999996,0.04999999999999982,-0.09999999999999964,0.14999999999999947,0.5,0,0,1
2022-06-27,2022,New York Yankees,Oakland Athletics,1,0.75,0.25,0.5,5.7,2.8,3.55,5.4,2.9000000000000004,1.8500000000000005,2.1500000000000004,-2.6000000000000005,4.750000000000001,0.5,0,0,1
2022-06-27,2022,Washington Nationals,Pittsburgh Pirates,1,0.4,0.25,0.15000000000000002,4.35,3.9,5.55,5.1,0.44999999999999973,-0.4500000000000002,-1.2000000000000002,-1.1999999999999997,-4.440892098500626e-16,0.25,0,0,1
2022-06-27,2022,Toronto Blue Jays,Boston Red Sox,1,0.45,0.8,-0.35000000000000003,5.9,4.7,5.35,3.2,1.2000000000000002,-2.1499999999999995,0.5500000000000007,1.5,-0.9499999999999993,0.7142857142857143,0,0,1
2022-06-28,2022,Philadelphia Phillies,Atlanta Braves,0,0.7,0.75,-0.050000000000000044,4.8,5.6,3.95,3.4,-0.7999999999999998,-0.5500000000000003,0.8499999999999996,2.1999999999999997,-1.35,0.5,0,0,1
2022-06-28,2022,Tampa Bay Rays,Milwaukee Brewers,0,0.45,0.45,0.0,3.8,4.45,3.5,4.95,-0.6500000000000004,1.4500000000000002,0.2999999999999998,-0.5,0.7999999999999998,0.5,0,0,1
2022-06-28,2022,New York Mets,Houston Astros,0,0.6,0.6,0.0,4.65,5.15,4.8,3.95,-0.5,-0.8499999999999996,-0.14999999999999947,1.2000000000000002,-1.3499999999999996,0.0,0,0,1
2022-06-28,2022,St. Louis Cardinals,Miami Marlins,1,0.5,0.55,-0.050000000000000044,4.7,4.55,3.85,4.6,0.15000000000000036,0.7499999999999996,0.8500000000000001,-0.04999999999999982,0.8999999999999999,0.75,0,0,1
2022-06-28,2022,New York Yankees,Oakland Athletics,1,0.75,0.25,0.5,5.9,2.95,3.6,5.5,2.95,1.9,2.3000000000000003,-2.55,4.85,1.0,0,0,1
2022-06-28,2022,Washington Nationals,Pittsburgh Pirates,1,0.4,0.25,0.15000000000000002,4.0,3.85,5.25,5.0,0.1499999999999999,-0.25,-1.25,-1.15,-0.10000000000000009,0.4,0,0,1
2022-06-28,2022,Toronto Blue Jays,Boston Red Sox,1,0.5,0.75,-0.25,5.95,4.55,5.05,3.45,1.4000000000000004,-1.5999999999999996,0.9000000000000004,1.0999999999999996,-0.1999999999999993,0.75,0,0,1
2022-06-28,2022,Cleveland Guardians,Minnesota Twins,1,0.6,0.55,0.04999999999999993,4.2,5.15,4.7,4.3,-0.9500000000000002,-0.40000000000000036,-0.5,0.8500000000000005,-1.3500000000000005,0.42857142857142855,0,0,1
2022-06-28,2022,Seattle Mariners,Baltimore Orioles,0,0.5,0.55,-0.050000000000000044,3.55,4.5,2.9,4.25,-0.9500000000000002,1.35,0.6499999999999999,0.25,0.3999999999999999,0.6666666666666666,0,0,1
2022-06-28,2022,Los Angeles Angels,Chicago White Sox,1,0.4,0.5,-0.09999999999999998,3.4,5.5,3.6,5.2,-2.1,1.6,-0.20000000000000018,0.2999999999999998,-0.5,0.5,0,0,1
2022-06-28,2022,Colorado Rockies,Los Angeles Dodgers,1,0.4,0.55,-0.15000000000000002,3.7,4.4,4.25,3.5,-0.7000000000000002,-0.75,-0.5499999999999998,0.9000000000000004,-1.4500000000000002,0.6666666666666666,0,0,1
2022-06-28,2022,Kansas City Royals,Texas Rangers,0,0.45,0.45,0.0,4.15,4.4,4.9,4.8,-0.25,-0.10000000000000053,-0.75,-0.39999999999999947,-0.35000000000000053,0.3333333333333333,0,0,1
2022-06-28,2022,Cleveland Guardians,Minnesota Twins,0,0.6,0.5,0.09999999999999998,4.05,4.85,4.65,4.15,-0.7999999999999998,-0.5,-0.6000000000000005,0.6999999999999993,-1.2999999999999998,0.5,0,0,1
2022-06-29,2022,Cleveland Guardians,Minnesota Twins,1,0.6,0.55,0.04999999999999993,3.9,4.95,4.65,3.65,-1.0500000000000003,-1.0000000000000004,-0.7500000000000004,1.3000000000000003,-2.0500000000000007,0.4444444444444444,0,0,1
2022-06-29,2022,Toronto Blue Jays,Boston Red Sox,0,0.5,0.7,-0.19999999999999996,5.85,4.75,5.3,3.75,1.0999999999999996,-1.5499999999999998,0.5499999999999998,1.0,-0.4500000000000002,0.7777777777777778,0,0,1
2022-06-29,2022,Philadelphia Phillies,Atlanta Braves,0,0.65,0.75,-0.09999999999999998,4.8,5.55,4.1,3.45,-0.75,-0.6499999999999995,0.7000000000000002,2.0999999999999996,-1.3999999999999995,0.4,0,0,1
2022-06-29,2022,Seattle Mariners,Baltimore Orioles,1,0.45,0.6,-0.14999999999999997,3.3,4.8,3.15,4.05,-1.5,0.8999999999999999,0.1499999999999999,0.75,-0.6000000000000001,0.5,0,0,1
2022-06-29,2022,San Francisco Giants,Detroit Tigers,0,0.55,0.35,0.20000000000000007,4.2,3.5,3.5,5.35,0.7000000000000002,1.8499999999999996,0.7000000000000002,-1.8499999999999996,2.55,0.5,0,0,1
2022-06-29,2022,Arizona Diamondbacks,San Diego Padres,0,0.35,0.6,-0.25,4.5,5.7,4.9,3.8,-1.2000000000000002,-1.1000000000000005,-0.40000000000000036,1.9000000000000004,-2.3000000000000007,0.14285714285714285,0,0,1
2022-06-29,2022,Kansas City Royals,Texas Rangers,1,0.45,0.5,-0.04999999999999999,4.15,4.75,5.05,4.8,-0.5999999999999996,-0.25,-0.8999999999999995,-0.04999999999999982,-0.8499999999999996,0.25,0,0,1
2022-06-29,2022,New York Mets,Houston Astros,0,0.55,0.6,-0.04999999999999993,4.45,5.1,5.05,3.85,-0.6499999999999995,-1.1999999999999997,-0.5999999999999996,1.2499999999999996,-1.8499999999999992,0.0,0,0,1
2022-06-29,2022,New York Yankees,Oakland Athletics,1,0.75,0.25,0.5,5.5,2.9,3.45,5.35,2.6,1.8999999999999995,2.05,-2.4499999999999997,4.5,1.0,0,0,1
2022-06-29,2022,Seattle Mariners,Baltimore Orioles,1,0.45,0.55,-0.10000000000000003,3.45,4.7,3.15,4.3,-1.25,1.15,0.30000000000000027,0.40000000000000036,-0.10000000000000009,0.6,0,0,1
2022-06-29,2022,Tampa Bay Rays,Milwaukee Brewers,0,0.45,0.5,-0.04999999999999999,3.85,4.5,3.6,4.8,-0.6499999999999999,1.1999999999999997,0.25,-0.2999999999999998,0.5499999999999998,0.0,0,0,1
2022-06-29,2022,San Francisco Giants,Detroit Tigers,1,0.5,0.4,0.09999999999999998,4.05,3.65,3.6,5.3,0.3999999999999999,1.6999999999999997,0.44999999999999973,-1.65,2.0999999999999996,0.0,0,0,1
2022-06-29,2022,Arizona Diamondbacks,San Diego Padres,1,0.35,0.6,-0.25,4.45,5.55,5.0,3.8,-1.0999999999999996,-1.2000000000000002,-0.5499999999999998,1.75,-2.3,0.125,0,0,1
2022-06-29,2022,Los Angeles Angels,Chicago White Sox,0,0.45,0.45,0.0,3.6,5.35,3.7,5.15,-1.7499999999999996,1.4500000000000002,-0.10000000000000009,0.1999999999999993,-0.2999999999999994,0.6,0,0,1
2022-06-29,2022,Colorado Rockies,Los Angeles Dodgers,1,0.45,0.5,-0.04999999999999999,3.8,4.1,3.95,3.65,-0.2999999999999998,-0.30000000000000027,-0.15000000000000036,0.44999999999999973,-0.6000000000000001,0.75,0,0,1
2022-06-29,2022,Kansas City Royals,Texas Rangers,0,0.5,0.5,0.0,4.25,4.55,4.7,4.6,-0.2999999999999998,-0.10000000000000053,-0.4500000000000002,-0.04999999999999982,-0.40000000000000036,0.4,0,0,1
2022-06-29,2022,Chicago Cubs,Cincinnati Reds,0,0.3,0.3,0.0,3.7,4.6,6.75,6.0,-0.8999999999999995,-0.75,-3.05,-1.4000000000000004,-1.6499999999999995,0.5,0,0,1
2022-06-29,2022,St. Louis Cardinals,Miami Marlins,0,0.55,0.5,0.050000000000000044,4.8,4.1,3.45,4.75,0.7000000000000002,1.2999999999999998,1.3499999999999996,-0.6500000000000004,2.0,0.8,0,0,1
2022-06-29,2022,Washington Nationals,Pittsburgh Pirates,0,0.4,0.25,0.15000000000000002,3.9,3.85,5.1,5.0,0.04999999999999982,-0.09999999999999964,-1.1999999999999997,-1.15,-0.04999999999999982,0.5,0,0,1
2022-06-30,2022,Toronto Blue Jays,Tampa Bay Rays,1,0.5,0.45,0.04999999999999999,5.9,3.75,5.2,3.55,2.1500000000000004,-1.6500000000000004,0.7000000000000002,0.20000000000000018,0.5,0.3333333333333333,0,0,1
2022-06-30,2022,Pittsburgh Pirates,Milwaukee Brewers,1,0.3,0.55,-0.25000000000000006,4.2,4.65,5.2,4.8,-0.4500000000000002,-0.40000000000000036,-1.0,-0.14999999999999947,-0.8500000000000005,0.0,0,0,1
2022-06-30,2022,Houston Astros,New York Yankees,1,0.6,0.8,-0.20000000000000007,4.85,5.7,3.65,3.2,-0.8500000000000005,-0.44999999999999973,1.1999999999999997,2.5,-1.3000000000000003,0.5,0,0,1
2022-06-30,2022,Philadelphia Phillies,Atlanta Braves,1,0.6,0.75,-0.15000000000000002,4.45,5.6,4.15,3.4,-1.1499999999999995,-0.7500000000000004,0.2999999999999998,2.1999999999999997,-1.9,0.3333333333333333,0,0,1
2022-06-30,2022,Cleveland Guardians,Minnesota Twins,1,0.6,0.5,0.09999999999999998,4.05,4.85,4.95,3.95,-0.7999999999999998,-1.0,-0.9000000000000004,0.8999999999999995,-1.7999999999999998,0.5,0,0,1
2022-06-30,2022,Los Angeles Angels,Chicago White Sox,1,0.45,0.45,0.0,3.55,5.7,3.95,5.35,-2.1500000000000004,1.3999999999999995,-0.40000000000000036,0.35000000000000053,-0.7500000000000009,0.5,0,0,1
2022-06-30,2022,Chicago Cubs,Cincinnati Reds,1,0.25,0.35,-0.09999999999999998,3.55,4.45,6.95,5.65,-0.9000000000000004,-1.2999999999999998,-3.4000000000000004,-1.2000000000000002,-2.2,0.4,0,0,1
2022-06-30,2022,Colorado Rockies,Los Angeles Dodgers,0,0.45,0.5,-0.04999999999999999,3.9,4.1,4.0,3.75,-0.19999999999999973,-0.25,-0.10000000000000009,0.34999999999999964,-0.44999999999999973,0.8,0,0,1
2022-07-01,2022,New York Mets,Texas Rangers,1,0.5,0.55,-0.050000000000000044,4.0,4.8,4.95,4.45,-0.7999999999999998,-0.5,-0.9500000000000002,0.34999999999999964,-1.2999999999999998,0.5,0,0,1
2022-07-01,2022,Detroit Tigers,Kansas City Royals,0,0.4,0.45,-0.04999999999999999,3.6,4.0,5.25,4.9,-0.3999999999999999,-0.34999999999999964,-1.65,-0.9000000000000004,-0.7499999999999996,0.6666666666666666,0,0,1
2022-07-01,2022,Cincinnati Reds,Atlanta Braves,0,0.35,0.7,-0.35,4.4,5.15,5.8,4.0,-0.75,-1.7999999999999998,-1.3999999999999995,1.1500000000000004,-2.55,0.5,0,0,1
2022-07-01,2022,Washington Nationals,Miami Marlins,0,0.4,0.5,-0.09999999999999998,4.15,4.2,4.9,4.85,-0.04999999999999982,-0.05000000000000071,-0.75,-0.6499999999999995,-0.10000000000000053,0.1111111111111111,0,0,1
2022-07-01,2022,Philadelphia Phillies,St. Louis Cardinals,1,0.6,0.55,0.04999999999999993,4.65,4.9,4.35,3.55,-0.25,-0.7999999999999998,0.3000000000000007,1.3500000000000005,-1.0499999999999998,0.5,0,0,1
2022-07-01,2022,Pittsburgh Pirates,Milwaukee Brewers,0,0.35,0.55,-0.20000000000000007,4.5,4.85,5.35,4.8,-0.34999999999999964,-0.5499999999999998,-0.8499999999999996,0.04999999999999982,-0.8999999999999995,0.14285714285714285,0,0,1
2022-07-01,2022,Chicago Cubs,Boston Red Sox,1,0.3,0.7,-0.39999999999999997,3.8,4.75,6.85,3.75,-0.9500000000000002,-3.0999999999999996,-3.05,1.0,-4.05,0.5,0,0,1
2022-07-01,2022,Seattle Mariners,Oakland Athletics,1,0.5,0.25,0.25,3.5,2.95,2.95,5.45,0.5499999999999998,2.5,0.5499999999999998,-2.5,3.05,0.6666666666666666,0,0,1
2022-07-01,2022,Los Angeles Dodgers,San Diego Padres,1,0.55,0.55,0.0,4.3,5.2,3.5,4.05,-0.9000000000000004,0.5499999999999998,0.7999999999999998,1.1500000000000004,-0.35000000000000053,0.6666666666666666,0,0,1
2022-07-01,2022,Chicago Cubs,Cincinnati Reds,1,0.35,0.3,0.04999999999999999,3.95,3.75,6.65,5.85,0.20000000000000018,-0.8000000000000007,-2.7,-2.0999999999999996,-0.6000000000000005,0.5,0,0,1
2022-07-01,2022,Toronto Blue Jays,Tampa Bay Rays,1,0.5,0.4,0.09999999999999998,5.75,3.6,5.25,3.65,2.15,-1.6,0.5,-0.04999999999999982,0.5499999999999998,0.5,0,0,1
2022-07-02,2022,San Francisco Giants,Chicago White Sox,0,0.55,0.45,0.10000000000000003,4.1,5.3,3.5,5.0,-1.2000000000000002,1.5,0.5999999999999996,0.2999999999999998,0.2999999999999998,0.5,0,0,1
2022-07-02,2022,Los Angeles Dodgers,San Diego Padres,1,0.6,0.5,0.09999999999999998,4.45,5.15,3.35,4.15,-0.7000000000000002,0.8000000000000003,1.1,1.0,0.10000000000000009,0.75,0,0,1
2022-07-02,2022,Chicago Cubs,Boston Red Sox,1,0.4,0.65,-0.25,4.65,4.95,6.9,4.05,-0.2999999999999998,-2.8500000000000005,-2.25,0.9000000000000004,-3.1500000000000004,1.0,0,0,1
2022-07-02,2022,Cincinnati Reds,Atlanta Braves,0,0.3,0.7,-0.39999999999999997,4.1,5.45,6.25,4.0,-1.3500000000000005,-2.25,-2.1500000000000004,1.4500000000000002,-3.6000000000000005,0.4,0,0,1
2022-07-02,2022,New York Mets,Texas Rangers,0,0.5,0.5,0.0,3.65,4.65,4.85,4.5,-1.0000000000000004,-0.34999999999999964,-1.1999999999999997,0.15000000000000036,-1.35,1.0,0,0,1
2022-07-02,2022,Seattle Mariners,Oakland Athletics,1,0.55,0.25,0.30000000000000004,3.75,3.15,3.05,5.2,0.6000000000000001,2.1500000000000004,0.7000000000000002,-2.0500000000000003,2.7500000000000004,0.7142857142857143,0,0,1
2022-07-02,2022,Detroit Tigers,Kansas City Royals,1,0.35,0.5,-0.15000000000000002,3.4,4.15,5.25,4.6,-0.7500000000000004,-0.6500000000000004,-1.85,-0.4499999999999993,-1.4000000000000008,0.5,0,0,1
2022-07-02,2022,Houston Astros,Los Angeles Angels,1,0.65,0.5,0.15000000000000002,4.75,3.75,3.35,3.95,1.0,0.6000000000000001,1.4,-0.20000000000000018,1.6,0.5714285714285714,0,0,1
2022-07-02,2022,Washington Nationals,Miami Marlins,0,0.4,0.5,-0.09999999999999998,4.25,4.15,5.1,4.8,0.09999999999999964,-0.2999999999999998,-0.8499999999999996,-0.6499999999999995,-0.20000000000000018,0.1,0,0,1
2022-07-02,2022,Philadelphia Phillies,St. Louis Cardinals,0,0.6,0.5,0.09999999999999998,4.55,4.8,4.25,3.6,-0.25,-0.6499999999999999,0.2999999999999998,1.1999999999999997,-0.8999999999999999,1.0,0,0,1
2022-07-02,2022,Pittsburgh Pirates,Milwaukee Brewers,1,0.35,0.6,-0.25,4.4,5.8,5.8,4.4,-1.3999999999999995,-1.3999999999999995,-1.3999999999999995,1.3999999999999995,-2.799999999999999,0.125,0,0,1
2022-07-02,2022,Cleveland Guardians,New York Yankees,0,0.6,0.75,-0.15000000000000002,3.9,5.25,4.9,2.95,-1.35,-1.9500000000000002,-1.0000000000000004,2.3,-3.3000000000000003,0.0,0,0,1
2022-07-02,2022,Minnesota Twins,Baltimore Orioles,1,0.5,0.55,-0.050000000000000044,4.65,4.6,3.7,4.25,0.05000000000000071,0.5499999999999998,0.9500000000000002,0.34999999999999964,0.6000000000000005,0.5,0,0,1
2022-07-02,2022,Colorado Rockies,Arizona Diamondbacks,0,0.4,0.4,0.0,3.9,4.8,4.3,5.15,-0.8999999999999999,0.8500000000000005,-0.3999999999999999,-0.35000000000000053,-0.04999999999999938,0.3333333333333333,0,0,1
2022-07-02,2022,Minnesota Twins,Baltimore Orioles,1,0.5,0.5,0.0,4.55,4.3,3.6,4.3,0.25,0.6999999999999997,0.9499999999999997,0.0,0.9499999999999997,0.6,0,0,1
2022-07-02,2022,Los Angeles Dodgers,San Diego Padres,1,0.6,0.45,0.14999999999999997,4.25,4.8,3.0,4.5,-0.5499999999999998,1.5,1.25,0.2999999999999998,0.9500000000000002,0.8,0,0,1
2022-07-02,2022,Seattle Mariners,Oakland Athletics,0,0.6,0.25,0.35,3.85,3.0,3.0,4.9,0.8500000000000001,1.9000000000000004,0.8500000000000001,-1.9000000000000004,2.7500000000000004,0.75,0,0,1
2022-07-02,2022,Houston Astros,Los Angeles Angels,1,0.7,0.45,0.24999999999999994,5.05,3.55,3.1,4.3,1.5,1.1999999999999997,1.9499999999999997,-0.75,2.6999999999999997,0.625,0,0,1
2022-07-02,2022,Toronto Blue Jays,Tampa Bay Rays,0,0.5,0.35,0.15000000000000002,5.7,3.15,5.3,3.95,2.5500000000000003,-1.3499999999999996,0.40000000000000036,-0.8000000000000003,1.2000000000000006,0.6,0,0,1
2022-07-02,2022,Toronto Blue Jays,Tampa Bay Rays,0,0.5,0.35,0.15000000000000002,5.75,3.35,5.45,4.0,2.4,-1.4500000000000002,0.2999999999999998,-0.6499999999999999,0.9499999999999997,0.5,0,0,1
2022-07-02,2022,Cleveland Guardians,New York Yankees,0,0.55,0.75,-0.19999999999999996,3.8,5.45,5.1,2.95,-1.6500000000000004,-2.1499999999999995,-1.2999999999999998,2.5,-3.8,0.0,0,0,1
2022-07-02,2022,San Francisco Giants,Chicago White Sox,0,0.55,0.5,0.050000000000000044,4.15,5.5,3.55,4.95,-1.3499999999999996,1.4000000000000004,0.6000000000000005,0.5499999999999998,0.05000000000000071,0.0,0,0,1
2022-07-03,2022,Philadelphia Phillies,St. Louis Cardinals,1,0.55,0.5,0.050000000000000044,4.65,5.05,4.6,3.9,-0.39999999999999947,-0.6999999999999997,0.05000000000000071,1.15,-1.0999999999999992,0.5,0,0,1
2022-07-03,2022,Minnesota Twins,Baltimore Orioles,0,0.5,0.5,0.0,4.25,4.15,3.5,4.1,0.09999999999999964,0.5999999999999996,0.75,0.05000000000000071,0.6999999999999993,0.6666666666666666,0,0,1
2022-07-03,2022,Seattle Mariners,Oakland Athletics,1,0.55,0.3,0.25000000000000006,3.55,3.05,2.85,4.8,0.5,1.9499999999999997,0.6999999999999997,-1.75,2.4499999999999997,0.6666666666666666,0,0,1
2022-07-03,2022,Los Angeles Dodgers,San Diego Padres,0,0.6,0.45,0.14999999999999997,4.3,4.75,3.0,4.55,-0.4500000000000002,1.5499999999999998,1.2999999999999998,0.20000000000000018,1.0999999999999996,0.8333333333333334,0,0,1
2022-07-03,2022,San Francisco Giants,Chicago White Sox,0,0.5,0.55,-0.050000000000000044,4.05,5.1,3.55,4.4,-1.0499999999999998,0.8500000000000005,0.5,0.6999999999999993,-0.1999999999999993,0.0,0,0,1
2022-07-03,2022,Colorado Rockies,Arizona Diamondbacks,1,0.4,0.45,-0.04999999999999999,4.0,4.85,4.65,4.6,-0.8499999999999996,-0.05000000000000071,-0.6500000000000004,0.25,-0.9000000000000004,0.25,0,0,1
2022-07-03,2022,Chicago Cubs,Boston Red Sox,0,0.45,0.65,-0.2,4.8,4.9,6.55,3.95,-0.10000000000000053,-2.5999999999999996,-1.75,0.9500000000000002,-2.7,1.0,0,0,1
2022-07-03,2022,Houston Astros,Los Angeles Angels,1,0.7,0.45,0.24999999999999994,5.25,3.45,3.1,4.35,1.7999999999999998,1.2499999999999996,2.15,-0.8999999999999995,3.0499999999999994,0.6666666666666666,0,0,1
2022-07-03,2022,Toronto Blue Jays,Tampa Bay Rays,0,0.45,0.4,0.04999999999999999,5.7,3.65,6.0,3.95,2.0500000000000003,-2.05,-0.2999999999999998,-0.30000000000000027,4.440892098500626e-16,0.42857142857142855,0,0,1
2022-07-03,2022,Cincinnati Reds,Atlanta Braves,1,0.3,0.7,-0.39999999999999997,3.95,5.45,6.2,3.95,-1.5,-2.25,-2.25,1.5,-3.75,0.3333333333333333,0,0,1
2022-07-03,2022,New York Mets,Texas Rangers,1,0.5,0.55,-0.050000000000000044,3.8,5.0,4.85,4.45,-1.2000000000000002,-0.39999999999999947,-1.0499999999999998,0.5499999999999998,-1.5999999999999996,0.5,0,0,1
2022-07-03,2022,Pittsburgh Pirates,Milwaukee Brewers,0,0.4,0.6,-0.19999999999999996,4.6,5.75,5.75,4.2,-1.1500000000000004,-1.5499999999999998,-1.1500000000000004,1.5499999999999998,-2.7,0.2222222222222222,0,0,1
2022-07-03,2022,Washington Nationals,Miami Marlins,0,0.4,0.5,-0.09999999999999998,4.2,4.15,5.0,4.9,0.04999999999999982,-0.09999999999999964,-0.7999999999999998,-0.75,-0.04999999999999982,0.1,0,0,1
2022-07-03,2022,Detroit Tigers,Kansas City Royals,0,0.35,0.45,-0.10000000000000003,3.45,3.95,5.35,4.55,-0.5,-0.7999999999999998,-1.8999999999999995,-0.5999999999999996,-1.2999999999999998,0.6,0,0,1
2022-07-03,2022,Colorado Rockies,Arizona Diamondbacks,1,0.45,0.4,0.04999999999999999,4.25,4.75,4.8,4.9,-0.5,0.10000000000000053,-0.5499999999999998,-0.15000000000000036,-0.39999999999999947,0.4,0,0,1
2022-07-03,2022,Cleveland Guardians,New York Yankees,1,0.55,0.75,-0.19999999999999996,3.75,5.7,5.25,3.15,-1.9500000000000002,-2.1,-1.5,2.5500000000000003,-4.050000000000001,0.0,0,0,1
2022-07-04,2022,Arizona Diamondbacks,San Francisco Giants,1,0.35,0.45,-0.10000000000000003,4.85,4.1,5.25,4.1,0.75,-1.1500000000000004,-0.40000000000000036,0.0,-0.40000000000000036,0.5,0,0,1
2022-07-04,2022,Atlanta Braves,St. Louis Cardinals,1,0.65,0.5,0.15000000000000002,5.1,4.75,3.95,3.75,0.34999999999999964,-0.20000000000000018,1.1499999999999995,1.0,0.14999999999999947,0.5,0,0,1
2022-07-04,2022,San Diego Padres,Seattle Mariners,0,0.5,0.6,-0.09999999999999998,4.85,3.55,4.35,2.75,1.2999999999999998,-1.5999999999999996,0.5,0.7999999999999998,-0.2999999999999998,0.5,0,0,1
2022-07-04,2022,Cincinnati Reds,New York Mets,0,0.35,0.55,-0.20000000000000007,3.95,3.9,6.1,4.25,0.050000000000000266,-1.8499999999999996,-2.1499999999999995,-0.3500000000000001,-1.7999999999999994,0.5,0,0,1
2022-07-04,2022,Milwaukee Brewers,Chicago Cubs,1,0.65,0.45,0.2,5.55,4.7,3.8,5.85,0.8499999999999996,2.05,1.75,-1.1499999999999995,2.8999999999999995,0.5,0,0,1
2022-07-04,2022,Baltimore Orioles,Texas Rangers,1,0.5,0.5,0.0,4.0,4.5,3.95,4.2,-0.5,0.25,0.04999999999999982,0.2999999999999998,-0.25,0.5,0,0,1
2022-07-04,2022,Boston Red Sox,Tampa Bay Rays,1,0.65,0.45,0.2,4.9,3.8,3.9,3.65,1.1000000000000005,-0.25,1.0000000000000004,0.1499999999999999,0.8500000000000005,0.3333333333333333,0,0,1
2022-07-04,2022,Washington Nationals,Miami Marlins,0,0.35,0.5,-0.15000000000000002,3.85,4.15,5.1,4.9,-0.30000000000000027,-0.1999999999999993,-1.2499999999999996,-0.75,-0.49999999999999956,0.1,0,0,1
2022-07-04,2022,Houston Astros,Kansas City Royals,1,0.75,0.5,0.25,5.4,4.1,2.95,4.45,1.3000000000000007,1.5,2.45,-0.35000000000000053,2.8000000000000007,0.6666666666666666,0,0,1
2022-07-04,2022,Detroit Tigers,Cleveland Guardians,1,0.35,0.55,-0.20000000000000007,3.6,3.55,5.2,5.1,0.050000000000000266,-0.10000000000000053,-1.6,-1.5499999999999998,-0.050000000000000266,0.6,0,0,1
2022-07-04,2022,Detroit Tigers,Cleveland Guardians,1,0.35,0.5,-0.15000000000000002,3.7,3.5,5.3,5.2,0.20000000000000018,-0.09999999999999964,-1.5999999999999996,-1.7000000000000002,0.10000000000000053,0.6666666666666666,0,0,1
2022-07-05,2022,Pittsburgh Pirates,New York Yankees,1,0.4,0.7,-0.29999999999999993,4.35,4.8,5.5,3.05,-0.4500000000000002,-2.45,-1.1500000000000004,1.75,-2.9000000000000004,0.5,0,0,1
