season,date,game_id,away_team,home_team,away_score,home_score,winner
2024,2024-05-31,747116,Oakland Athletics,Atlanta Braves,2,4,home
2024,2024-05-31,746955,Detroit Tigers,Boston Red Sox,3,7,home
2024,2024-05-31,745820,Arizona Diamondbacks,New York Mets,9,10,home
2024,2024-05-31,747032,Tampa Bay Rays,Baltimore Orioles,1,3,home
2024,2024-05-31,744928,Pittsburgh Pirates,Toronto Blue Jays,3,5,home
2024,2024-05-31,746877,Cincinnati Reds,Chicago Cubs,5,4,away
2024,2024-05-31,745574,St. Louis Cardinals,Philadelphia Phillies,2,4,home
2024,2024-05-31,746225,New York Yankees,Los Angeles Angels,8,3,away
2024,2024-06-01,745251,Los Angeles Angels,Seattle Mariners,0,9,home
2024,2024-06-01,747111,Oakland Athletics,Atlanta Braves,11,9,away
2024,2024-06-01,745980,Chicago White Sox,Milwaukee Brewers,3,4,home
2024,2024-06-01,746305,San Diego Padres,Kansas City Royals,7,3,away
2024,2024-06-01,745575,St. Louis Cardinals,Philadelphia Phillies,1,6,home
2024,2024-06-01,746062,Texas Rangers,Miami Marlins,7,0,away
2024,2024-06-01,747029,Tampa Bay Rays,Baltimore Orioles,5,9,home
2024,2024-06-01,746870,Cincinnati Reds,Chicago Cubs,5,7,home
2024,2024-06-01,746140,Colorado Rockies,Los Angeles Dodgers,4,1,away
2024,2024-06-01,745983,Chicago White Sox,Milwaukee Brewers,5,12,home
2024,2024-06-01,746384,Minnesota Twins,Houston Astros,2,5,home
2024,2024-06-01,746952,Detroit Tigers,Boston Red Sox,3,6,home
2024,2024-06-01,745253,Los Angeles Angels,Seattle Mariners,4,5,home
2024,2024-06-01,744932,Pittsburgh Pirates,Toronto Blue Jays,8,1,away
2024,2024-06-01,745331,New York Yankees,San Francisco Giants,6,2,away
2024,2024-06-01,745812,Arizona Diamondbacks,New York Mets,10,5,away
2024,2024-06-01,746387,Minnesota Twins,Houston Astros,6,1,away
2024,2024-06-01,746303,San Diego Padres,Kansas City Royals,11,8,away
2024,2024-06-01,746629,Washington Nationals,Cleveland Guardians,2,3,home
2024,2024-06-02,745813,Arizona Diamondbacks,New York Mets,5,4,away
2024,2024-06-02,745330,New York Yankees,San Francisco Giants,7,5,away
2024,2024-06-02,745984,Chicago White Sox,Milwaukee Brewers,3,6,home
2024,2024-06-02,746141,Colorado Rockies,Los Angeles Dodgers,0,4,home
2024,2024-06-02,745572,St. Louis Cardinals,Philadelphia Phillies,5,4,away
2024,2024-06-02,746061,Texas Rangers,Miami Marlins,6,0,away
2024,2024-06-02,746871,Cincinnati Reds,Chicago Cubs,5,2,away
2024,2024-06-02,746138,Colorado Rockies,Los Angeles Dodgers,1,4,home
2024,2024-06-02,746383,Minnesota Twins,Houston Astros,4,3,away
2024,2024-06-02,746953,Detroit Tigers,Boston Red Sox,8,4,away
2024,2024-06-02,745252,Los Angeles Angels,Seattle Mariners,1,5,home
2024,2024-06-02,745332,New York Yankees,San Francisco Giants,7,3,away
2024,2024-06-02,746632,Washington Nationals,Cleveland Guardians,5,2,away
2024,2024-06-02,747110,Oakland Athletics,Atlanta Braves,1,3,home
2024,2024-06-02,744929,Pittsburgh Pirates,Toronto Blue Jays,4,5,home
2024,2024-06-02,746301,San Diego Padres,Kansas City Royals,3,4,home
2024,2024-06-02,747030,Tampa Bay Rays,Baltimore Orioles,4,3,away
2024,2024-06-03,744930,Baltimore Orioles,Toronto Blue Jays,7,2,away
2024,2024-06-03,744854,New York Mets,Washington Nationals,8,7,away
2024,2024-06-03,745569,Milwaukee Brewers,Philadelphia Phillies,1,3,home
2024,2024-06-04,745739,Minnesota Twins,New York Yankees,1,5,home
2024,2024-06-04,746224,San Diego Padres,Los Angeles Angels,1,2,home
2024,2024-06-04,746949,Atlanta Braves,Boston Red Sox,8,3,away
2024,2024-06-04,746382,St. Louis Cardinals,Houston Astros,4,7,home
2024,2024-06-04,745568,Milwaukee Brewers,Philadelphia Phillies,1,2,home
2024,2024-06-04,746060,Tampa Bay Rays,Miami Marlins,9,5,away
2024,2024-06-04,744931,Baltimore Orioles,Toronto Blue Jays,10,1,away
2024,2024-06-04,744850,New York Mets,Washington Nationals,6,3,away
2024,2024-06-04,746630,Kansas City Royals,Cleveland Guardians,5,8,home
2024,2024-06-04,745009,Detroit Tigers,Texas Rangers,2,1,away
2024,2024-06-04,746548,Cincinnati Reds,Colorado Rockies,13,3,away
2024,2024-06-04,745497,Los Angeles Dodgers,Pittsburgh Pirates,0,1,home
2024,2024-06-04,747194,San Francisco Giants,Arizona Diamondbacks,2,4,home
2024,2024-06-05,745570,Milwaukee Brewers,Philadelphia Phillies,0,2,home
2024,2024-06-05,747195,San Francisco Giants,Arizona Diamondbacks,9,3,away
2024,2024-06-05,744852,New York Mets,Washington Nationals,9,1,away
2024,2024-06-05,746544,Cincinnati Reds,Colorado Rockies,12,7,away
2024,2024-06-05,744927,Baltimore Orioles,Toronto Blue Jays,2,3,home
2024,2024-06-05,746056,Tampa Bay Rays,Miami Marlins,5,3,away
2024,2024-06-05,745494,Los Angeles Dodgers,Pittsburgh Pirates,6,10,home
2024,2024-06-05,745740,Minnesota Twins,New York Yankees,5,9,home
2024,2024-06-05,746379,St. Louis Cardinals,Houston Astros,4,2,away
2024,2024-06-05,746380,St. Louis Cardinals,Houston Astros,5,8,home
2024,2024-06-05,746872,Chicago White Sox,Chicago Cubs,6,7,home
2024,2024-06-05,745010,Detroit Tigers,Texas Rangers,3,1,away
2024,2024-06-05,746950,Atlanta Braves,Boston Red Sox,0,9,home
2024,2024-06-05,747196,San Francisco Giants,Arizona Diamondbacks,5,8,home
2024,2024-06-05,746550,Cincinnati Reds,Colorado Rockies,4,1,away
2024,2024-06-05,746222,San Diego Padres,Los Angeles Angels,2,4,home
2024,2024-06-05,745656,Seattle Mariners,Oakland Athletics,4,3,away
2024,2024-06-06,745174,Colorado Rockies,St. Louis Cardinals,3,2,away
2024,2024-06-06,745738,Minnesota Twins,New York Yankees,5,8,home
2024,2024-06-06,744844,Atlanta Braves,Washington Nationals,5,2,away
2024,2024-06-06,745495,Los Angeles Dodgers,Pittsburgh Pirates,11,7,away
2024,2024-06-06,745657,Seattle Mariners,Oakland Athletics,3,0,away
2024,2024-06-06,746707,Chicago Cubs,Cincinnati Reds,4,8,home
2024,2024-06-06,745007,Detroit Tigers,Texas Rangers,1,9,home
2024,2024-06-06,744923,Baltimore Orioles,Toronto Blue Jays,5,6,home
2024,2024-06-06,745654,Seattle Mariners,Oakland Athletics,1,2,home
2024,2024-06-06,746221,San Diego Padres,Los Angeles Angels,2,3,home
2024,2024-06-06,746873,Chicago White Sox,Chicago Cubs,6,7,home
2024,2024-06-06,746631,Kansas City Royals,Cleveland Guardians,4,3,away
2024,2024-06-07,744845,Atlanta Braves,Washington Nationals,1,2,home
2024,2024-06-07,746704,Chicago Cubs,Cincinnati Reds,2,3,home
2024,2024-06-07,745083,Baltimore Orioles,Tampa Bay Rays,6,3,away
2024,2024-06-07,746053,Cleveland Guardians,Miami Marlins,2,3,home
2024,2024-06-07,745737,Los Angeles Dodgers,New York Yankees,2,1,away
2024,2024-06-07,745496,Minnesota Twins,Pittsburgh Pirates,0,3,home
2024,2024-06-07,745408,Arizona Diamondbacks,San Diego Padres,4,3,away
2024,2024-06-07,746784,Boston Red Sox,Chicago White Sox,14,2,away
2024,2024-06-07,746466,Milwaukee Brewers,Detroit Tigers,10,0,away
2024,2024-06-07,745169,Colorado Rockies,St. Louis Cardinals,5,8,home
2024,2024-06-08,746300,Seattle Mariners,Kansas City Royals,4,8,home
2024,2024-06-08,745406,Arizona Diamondbacks,San Diego Padres,3,10,home
2024,2024-06-08,745166,Colorado Rockies,St. Louis Cardinals,6,5,away
2024,2024-06-08,746786,Boston Red Sox,Chicago White Sox,1,6,home
2024,2024-06-08,746220,Houston Astros,Los Angeles Angels,7,1,away
2024,2024-06-08,745735,Los Angeles Dodgers,New York Yankees,11,3,away
2024,2024-06-08,746785,Boston Red Sox,Chicago White Sox,2,7,home
2024,2024-06-08,746461,Milwaukee Brewers,Detroit Tigers,5,4,away
2024,2024-06-08,745652,Toronto Blue Jays,Oakland Athletics,7,0,away
2024,2024-06-08,745655,Toronto Blue Jays,Oakland Athletics,1,2,home
2024,2024-06-08,746057,Cleveland Guardians,Miami Marlins,8,0,away
2024,2024-06-08,746703,Chicago Cubs,Cincinnati Reds,3,4,home
2024,2024-06-08,745814,Philadelphia Phillies,New York Mets,7,2,away
2024,2024-06-08,745008,San Francisco Giants,Texas Rangers,5,2,away
2024,2024-06-08,744848,Atlanta Braves,Washington Nationals,3,7,home
2024,2024-06-08,746302,Seattle Mariners,Kansas City Royals,9,10,home
2024,2024-06-08,745001,San Francisco Giants,Texas Rangers,3,1,away
2024,2024-06-08,745082,Baltimore Orioles,Tampa Bay Rays,5,0,away
2024,2024-06-08,745492,Minnesota Twins,Pittsburgh Pirates,0,4,home
2024,2024-06-09,746054,Cleveland Guardians,Miami Marlins,6,3,away
2024,2024-06-09,746216,Houston Astros,Los Angeles Angels,7,9,home
2024,2024-06-09,745651,Toronto Blue Jays,Oakland Athletics,6,4,away
2024,2024-06-09,745003,San Francisco Giants,Texas Rangers,2,7,home
2024,2024-06-09,745167,Colorado Rockies,St. Louis Cardinals,1,5,home
2024,2024-06-09,745736,Los Angeles Dodgers,New York Yankees,4,6,home
2024,2024-06-09,746787,Boston Red Sox,Chicago White Sox,6,4,away
2024,2024-06-09,746463,Milwaukee Brewers,Detroit Tigers,2,10,home
2024,2024-06-09,746297,Seattle Mariners,Kansas City Royals,6,5,away
2024,2024-06-09,745407,Arizona Diamondbacks,San Diego Padres,9,3,away
2024,2024-06-09,745410,Arizona Diamondbacks,San Diego Padres,1,13,home
2024,2024-06-09,745491,Minnesota Twins,Pittsburgh Pirates,11,5,away
2024,2024-06-09,746705,Chicago Cubs,Cincinnati Reds,4,2,away
2024,2024-06-09,746223,Houston Astros,Los Angeles Angels,6,1,away
2024,2024-06-09,745571,New York Mets,Philadelphia Phillies,6,5,away
2024,2024-06-09,744849,Atlanta Braves,Washington Nationals,5,8,home
2024,2024-06-09,745085,Baltimore Orioles,Tampa Bay Rays,9,2,away
2024,2024-06-10,745080,Baltimore Orioles,Tampa Bay Rays,5,2,away
2024,2024-06-10,745897,Colorado Rockies,Minnesota Twins,0,5,home
2024,2024-06-11,745982,Toronto Blue Jays,Milwaukee Brewers,1,3,home
2024,2024-06-11,746702,Cleveland Guardians,Cincinnati Reds,5,3,away
2024,2024-06-11,746951,Philadelphia Phillies,Boston Red Sox,4,1,away
2024,2024-06-11,746464,Washington Nationals,Detroit Tigers,5,4,away
2024,2024-06-11,746295,New York Yankees,Kansas City Royals,4,2,away
2024,2024-06-11,745334,Houston Astros,San Francisco Giants,3,4,home
2024,2024-06-11,745077,Chicago Cubs,Tampa Bay Rays,2,5,home
2024,2024-06-11,745409,Oakland Athletics,San Diego Padres,1,6,home
2024,2024-06-11,745815,Miami Marlins,New York Mets,4,2,away
2024,2024-06-11,745248,Chicago White Sox,Seattle Mariners,4,8,home
2024,2024-06-11,745899,Colorado Rockies,Minnesota Twins,5,4,away
2024,2024-06-11,747027,Atlanta Braves,Baltimore Orioles,0,4,home
2024,2024-06-11,745170,Pittsburgh Pirates,St. Louis Cardinals,2,1,away
2024,2024-06-12,745171,Pittsburgh Pirates,St. Louis Cardinals,2,4,home
2024,2024-06-12,745328,Houston Astros,San Francisco Giants,3,5,home
2024,2024-06-12,746701,Cleveland Guardians,Cincinnati Reds,2,4,home
2024,2024-06-12,746948,Philadelphia Phillies,Boston Red Sox,6,8,home
2024,2024-06-12,745079,Chicago Cubs,Tampa Bay Rays,4,3,away
2024,2024-06-12,745405,Oakland Athletics,San Diego Padres,4,5,home
2024,2024-06-12,746462,Washington Nationals,Detroit Tigers,7,5,away
2024,2024-06-12,747028,Atlanta Braves,Baltimore Orioles,2,4,home
2024,2024-06-12,745811,Miami Marlins,New York Mets,4,10,home
2024,2024-06-12,745896,Colorado Rockies,Minnesota Twins,9,17,home
2024,2024-06-12,746139,Texas Rangers,Los Angeles Dodgers,2,15,home
2024,2024-06-12,745981,Toronto Blue Jays,Milwaukee Brewers,3,0,away
2024,2024-06-12,747190,Los Angeles Angels,Arizona Diamondbacks,4,9,home
2024,2024-06-12,745244,Chicago White Sox,Seattle Mariners,3,4,home
2024,2024-06-12,746296,New York Yankees,Kansas City Royals,10,1,away
2024,2024-06-12,745327,Houston Astros,San Francisco Giants,3,1,away
2024,2024-06-12,745978,Toronto Blue Jays,Milwaukee Brewers,4,5,home
2024,2024-06-12,745404,Oakland Athletics,San Diego Padres,3,4,home
2024,2024-06-13,746944,Philadelphia Phillies,Boston Red Sox,3,9,home
2024,2024-06-13,745075,Chicago Cubs,Tampa Bay Rays,2,3,home
2024,2024-06-13,745894,Oakland Athletics,Minnesota Twins,2,6,home
2024,2024-06-13,746299,New York Yankees,Kansas City Royals,3,4,home
2024,2024-06-13,745168,Pittsburgh Pirates,St. Louis Cardinals,3,4,home
2024,2024-06-13,745809,Miami Marlins,New York Mets,2,3,home
2024,2024-06-13,747026,Atlanta Braves,Baltimore Orioles,6,3,away
2024,2024-06-13,746294,New York Yankees,Kansas City Royals,11,5,away
2024,2024-06-13,746137,Texas Rangers,Los Angeles Dodgers,3,2,away
2024,2024-06-13,745246,Chicago White Sox,Seattle Mariners,1,2,home
2024,2024-06-13,747193,Los Angeles Angels,Arizona Diamondbacks,8,3,away
2024,2024-06-13,746465,Washington Nationals,Detroit Tigers,2,7,home
2024,2024-06-14,745810,San Diego Padres,New York Mets,1,2,home
2024,2024-06-14,744847,Miami Marlins,Washington Nationals,1,8,home
2024,2024-06-14,747025,Philadelphia Phillies,Baltimore Orioles,5,3,away
2024,2024-06-14,747112,Tampa Bay Rays,Atlanta Braves,3,7,home
2024,2024-06-14,744924,Cleveland Guardians,Toronto Blue Jays,3,1,away
2024,2024-06-14,745245,Chicago White Sox,Seattle Mariners,3,2,away
2024,2024-06-14,746136,Texas Rangers,Los Angeles Dodgers,3,1,away
2024,2024-06-14,747192,Los Angeles Angels,Arizona Diamondbacks,1,11,home
2024,2024-06-14,746947,New York Yankees,Boston Red Sox,8,1,away
2024,2024-06-14,746869,St. Louis Cardinals,Chicago Cubs,3,0,away
2024,2024-06-15,746134,Kansas City Royals,Los Angeles Dodgers,3,4,home
2024,2024-06-15,745329,Los Angeles Angels,San Francisco Giants,4,3,away
2024,2024-06-15,747024,Philadelphia Phillies,Baltimore Orioles,2,6,home
2024,2024-06-15,745805,San Diego Padres,New York Mets,1,5,home
2024,2024-06-15,745241,Texas Rangers,Seattle Mariners,5,7,home
2024,2024-06-15,747113,Tampa Bay Rays,Atlanta Braves,2,9,home
2024,2024-06-15,745892,Oakland Athletics,Minnesota Twins,5,6,home
2024,2024-06-15,745976,Cincinnati Reds,Milwaukee Brewers,1,3,home
2024,2024-06-15,744846,Miami Marlins,Washington Nationals,0,4,home
2024,2024-06-15,746946,New York Yankees,Boston Red Sox,4,8,home
2024,2024-06-15,744925,Cleveland Guardians,Toronto Blue Jays,0,5,home
2024,2024-06-15,745326,Los Angeles Angels,San Francisco Giants,8,6,away
2024,2024-06-15,745247,Texas Rangers,Seattle Mariners,2,3,home
2024,2024-06-15,746378,Detroit Tigers,Houston Astros,0,4,home
2024,2024-06-15,745979,Cincinnati Reds,Milwaukee Brewers,6,5,away
2024,2024-06-15,746545,Pittsburgh Pirates,Colorado Rockies,5,2,away
2024,2024-06-15,746865,St. Louis Cardinals,Chicago Cubs,1,5,home
2024,2024-06-15,746381,Detroit Tigers,Houston Astros,13,5,away
2024,2024-06-15,747191,Chicago White Sox,Arizona Diamondbacks,1,7,home
2024,2024-06-16,745895,Oakland Athletics,Minnesota Twins,2,6,home
2024,2024-06-16,746546,Pittsburgh Pirates,Colorado Rockies,8,2,away
2024,2024-06-16,745977,Cincinnati Reds,Milwaukee Brewers,4,5,home
2024,2024-06-16,745891,Oakland Athletics,Minnesota Twins,7,8,home
2024,2024-06-16,746377,Detroit Tigers,Houston Astros,1,4,home
2024,2024-06-16,745242,Texas Rangers,Seattle Mariners,0,5,home
2024,2024-06-16,747189,Chicago White Sox,Arizona Diamondbacks,5,12,home
2024,2024-06-16,745321,Los Angeles Angels,San Francisco Giants,6,13,home
2024,2024-06-16,744839,Miami Marlins,Washington Nationals,1,3,home
2024,2024-06-16,747109,Tampa Bay Rays,Atlanta Braves,8,6,away
2024,2024-06-16,747023,Philadelphia Phillies,Baltimore Orioles,3,8,home
2024,2024-06-16,746130,Kansas City Royals,Los Angeles Dodgers,0,3,home
2024,2024-06-16,747187,Chicago White Sox,Arizona Diamondbacks,9,2,away
2024,2024-06-16,746866,St. Louis Cardinals,Chicago Cubs,2,1,away
2024,2024-06-16,744926,Cleveland Guardians,Toronto Blue Jays,6,7,home
2024,2024-06-16,746945,New York Yankees,Boston Red Sox,3,9,home
2024,2024-06-16,746135,Kansas City Royals,Los Angeles Dodgers,7,2,away
2024,2024-06-16,746547,Pittsburgh Pirates,Colorado Rockies,4,16,home
2024,2024-06-16,745807,San Diego Padres,New York Mets,6,11,home
2024,2024-06-17,746055,St. Louis Cardinals,Miami Marlins,7,6,away
2024,2024-06-17,744918,Boston Red Sox,Toronto Blue Jays,7,3,away
2024,2024-06-17,747108,Detroit Tigers,Atlanta Braves,1,2,home
2024,2024-06-17,745567,San Diego Padres,Philadelphia Phillies,2,9,home
2024,2024-06-17,745490,Cincinnati Reds,Pittsburgh Pirates,1,4,home
2024,2024-06-18,746543,Los Angeles Dodgers,Colorado Rockies,9,5,away
2024,2024-06-18,745733,Baltimore Orioles,New York Yankees,2,4,home
2024,2024-06-18,744917,Boston Red Sox,Toronto Blue Jays,4,3,away
2024,2024-06-18,745563,San Diego Padres,Philadelphia Phillies,3,4,home
2024,2024-06-18,744843,Arizona Diamondbacks,Washington Nationals,5,0,away
2024,2024-06-18,745488,Cincinnati Reds,Pittsburgh Pirates,2,1,away
2024,2024-06-18,745893,Tampa Bay Rays,Minnesota Twins,6,7,home
2024,2024-06-18,746627,Seattle Mariners,Cleveland Guardians,8,5,away
2024,2024-06-18,747107,Detroit Tigers,Atlanta Braves,1,2,home
2024,2024-06-18,746215,Milwaukee Brewers,Los Angeles Angels,3,5,home
2024,2024-06-18,745005,New York Mets,Texas Rangers,14,2,away
2024,2024-06-18,746049,St. Louis Cardinals,Miami Marlins,8,9,home
2024,2024-06-18,746868,San Francisco Giants,Chicago Cubs,7,6,away
2024,2024-06-19,745887,Tampa Bay Rays,Minnesota Twins,3,2,away
2024,2024-06-19,745732,Baltimore Orioles,New York Yankees,7,6,away
2024,2024-06-19,745561,San Diego Padres,Philadelphia Phillies,5,2,away
2024,2024-06-19,744842,Arizona Diamondbacks,Washington Nationals,1,3,home
2024,2024-06-19,746050,St. Louis Cardinals,Miami Marlins,3,4,home
2024,2024-06-19,744920,Boston Red Sox,Toronto Blue Jays,7,3,away
2024,2024-06-19,746625,Seattle Mariners,Cleveland Guardians,0,8,home
2024,2024-06-19,745489,Cincinnati Reds,Pittsburgh Pirates,0,1,home
2024,2024-06-19,746783,Houston Astros,Chicago White Sox,0,2,home
2024,2024-06-19,745650,Kansas City Royals,Oakland Athletics,5,7,home
2024,2024-06-19,745004,New York Mets,Texas Rangers,7,6,away
2024,2024-06-19,746864,San Francisco Giants,Chicago Cubs,5,6,home
2024,2024-06-19,747106,Detroit Tigers,Atlanta Braves,0,7,home
2024,2024-06-19,746867,San Francisco Giants,Chicago Cubs,2,5,home
2024,2024-06-19,746542,Los Angeles Dodgers,Colorado Rockies,11,9,away
2024,2024-06-19,746217,Milwaukee Brewers,Los Angeles Angels,6,3,away
2024,2024-06-20,746538,Los Angeles Dodgers,Colorado Rockies,6,7,home
2024,2024-06-20,745002,New York Mets,Texas Rangers,3,5,home
2024,2024-06-20,745164,San Francisco Giants,St. Louis Cardinals,5,6,home
2024,2024-06-20,746626,Seattle Mariners,Cleveland Guardians,3,6,home
2024,2024-06-20,745645,Kansas City Royals,Oakland Athletics,3,2,away
2024,2024-06-20,746219,Milwaukee Brewers,Los Angeles Angels,2,0,away
2024,2024-06-20,745734,Baltimore Orioles,New York Yankees,17,5,away
2024,2024-06-20,746782,Houston Astros,Chicago White Sox,5,3,away
2024,2024-06-20,746781,Houston Astros,Chicago White Sox,4,1,away
2024,2024-06-20,745646,Kansas City Royals,Oakland Athletics,1,5,home
2024,2024-06-20,745889,Tampa Bay Rays,Minnesota Twins,7,6,away
2024,2024-06-20,746539,Los Angeles Dodgers,Colorado Rockies,5,3,away
2024,2024-06-20,744841,Arizona Diamondbacks,Washington Nationals,5,2,away
2024,2024-06-21,745562,Arizona Diamondbacks,Philadelphia Phillies,5,4,away
2024,2024-06-21,746052,Seattle Mariners,Miami Marlins,2,3,home
2024,2024-06-21,745401,Milwaukee Brewers,San Diego Padres,6,7,home
2024,2024-06-21,746861,New York Mets,Chicago Cubs,11,1,away
2024,2024-06-21,745483,Tampa Bay Rays,Pittsburgh Pirates,10,3,away
2024,2024-06-21,745729,Atlanta Braves,New York Yankees,8,1,away
2024,2024-06-21,746460,Chicago White Sox,Detroit Tigers,1,2,home
2024,2024-06-21,746624,Toronto Blue Jays,Cleveland Guardians,1,7,home
2024,2024-06-21,746698,Boston Red Sox,Cincinnati Reds,2,5,home
2024,2024-06-22,746376,Baltimore Orioles,Houston Astros,1,5,home
2024,2024-06-22,745486,Tampa Bay Rays,Pittsburgh Pirates,3,4,home
2024,2024-06-22,745731,Atlanta Braves,New York Yankees,3,8,home
2024,2024-06-22,745163,San Francisco Giants,St. Louis Cardinals,4,9,home
2024,2024-06-22,745402,Milwaukee Brewers,San Diego Padres,4,6,home
2024,2024-06-22,744997,Kansas City Royals,Texas Rangers,0,6,home
2024,2024-06-22,745644,Minnesota Twins,Oakland Athletics,10,2,away
2024,2024-06-22,746459,Chicago White Sox,Detroit Tigers,5,1,away
2024,2024-06-22,745006,Kansas City Royals,Texas Rangers,2,6,home
2024,2024-06-22,746048,Seattle Mariners,Miami Marlins,9,0,away
2024,2024-06-22,745403,Milwaukee Brewers,San Diego Padres,5,9,home
2024,2024-06-22,745564,Arizona Diamondbacks,Philadelphia Phillies,1,12,home
2024,2024-06-22,746700,Boston Red Sox,Cincinnati Reds,4,3,away
2024,2024-06-22,746131,Los Angeles Angels,Los Angeles Dodgers,3,2,away
2024,2024-06-22,746863,New York Mets,Chicago Cubs,1,8,home
2024,2024-06-22,746375,Baltimore Orioles,Houston Astros,11,14,home
2024,2024-06-22,746622,Toronto Blue Jays,Cleveland Guardians,3,6,home
2024,2024-06-22,746540,Washington Nationals,Colorado Rockies,11,5,away
2024,2024-06-22,745649,Minnesota Twins,Oakland Athletics,5,6,home
2024,2024-06-23,746536,Washington Nationals,Colorado Rockies,2,1,away
2024,2024-06-23,745000,Kansas City Royals,Texas Rangers,0,4,home
2024,2024-06-23,746373,Baltimore Orioles,Houston Astros,1,8,home
2024,2024-06-23,745396,Milwaukee Brewers,San Diego Padres,6,2,away
2024,2024-06-23,745165,San Francisco Giants,St. Louis Cardinals,3,5,home
2024,2024-06-23,746051,Seattle Mariners,Miami Marlins,4,6,home
2024,2024-06-23,746862,New York Mets,Chicago Cubs,5,2,away
2024,2024-06-23,745648,Minnesota Twins,Oakland Athletics,3,0,away
2024,2024-06-23,746699,Boston Red Sox,Cincinnati Reds,7,4,away
2024,2024-06-23,745727,Atlanta Braves,New York Yankees,3,1,away
2024,2024-06-23,745566,Arizona Diamondbacks,Philadelphia Phillies,1,4,home
2024,2024-06-23,745485,Tampa Bay Rays,Pittsburgh Pirates,3,1,away
2024,2024-06-23,746132,Los Angeles Angels,Los Angeles Dodgers,2,7,home
2024,2024-06-23,746457,Chicago White Sox,Detroit Tigers,2,11,home
2024,2024-06-23,746541,Washington Nationals,Colorado Rockies,7,8,home
2024,2024-06-23,746621,Toronto Blue Jays,Cleveland Guardians,5,6,home
2024,2024-06-24,747021,Cleveland Guardians,Baltimore Orioles,3,2,away
2024,2024-06-24,746458,Philadelphia Phillies,Detroit Tigers,8,1,away
2024,2024-06-24,745078,Seattle Mariners,Tampa Bay Rays,3,4,home
2024,2024-06-24,746696,Pittsburgh Pirates,Cincinnati Reds,5,11,home
2024,2024-06-24,746941,Toronto Blue Jays,Boston Red Sox,6,7,home
2024,2024-06-24,745160,Atlanta Braves,St. Louis Cardinals,3,4,home
2024,2024-06-25,745076,Seattle Mariners,Tampa Bay Rays,3,11,home
2024,2024-06-25,746697,Pittsburgh Pirates,Cincinnati Reds,9,5,away
2024,2024-06-25,747022,Cleveland Guardians,Baltimore Orioles,10,8,away
2024,2024-06-25,746454,Philadelphia Phillies,Detroit Tigers,1,4,home
2024,2024-06-25,745806,New York Yankees,New York Mets,7,9,home
2024,2024-06-25,746943,Toronto Blue Jays,Boston Red Sox,9,4,away
2024,2024-06-25,746218,Oakland Athletics,Los Angeles Angels,1,5,home
2024,2024-06-25,746298,Miami Marlins,Kansas City Royals,1,4,home
2024,2024-06-25,745974,Texas Rangers,Milwaukee Brewers,3,6,home
2024,2024-06-25,745397,Washington Nationals,San Diego Padres,6,7,home
2024,2024-06-25,746780,Los Angeles Dodgers,Chicago White Sox,3,0,away
2024,2024-06-25,745323,Chicago Cubs,San Francisco Giants,4,5,home
2024,2024-06-26,746374,Colorado Rockies,Houston Astros,1,7,home
2024,2024-06-26,745808,New York Yankees,New York Mets,2,12,home
2024,2024-06-26,747019,Cleveland Guardians,Baltimore Orioles,2,4,home
2024,2024-06-26,746695,Pittsburgh Pirates,Cincinnati Reds,6,1,away
2024,2024-06-26,745400,Washington Nationals,San Diego Padres,5,8,home
2024,2024-06-26,745157,Atlanta Braves,St. Louis Cardinals,6,2,away
2024,2024-06-26,745158,Atlanta Braves,St. Louis Cardinals,1,4,home
2024,2024-06-26,746291,Miami Marlins,Kansas City Royals,1,5,home
2024,2024-06-26,745975,Texas Rangers,Milwaukee Brewers,5,6,home
2024,2024-06-26,746212,Oakland Athletics,Los Angeles Angels,2,5,home
2024,2024-06-26,747188,Minnesota Twins,Arizona Diamondbacks,4,5,home
2024,2024-06-26,746775,Los Angeles Dodgers,Chicago White Sox,4,3,away
2024,2024-06-26,746293,Miami Marlins,Kansas City Royals,2,1,away
2024,2024-06-26,745322,Chicago Cubs,San Francisco Giants,1,5,home
2024,2024-06-26,745973,Texas Rangers,Milwaukee Brewers,1,3,home
2024,2024-06-26,746213,Oakland Athletics,Los Angeles Angels,5,7,home
2024,2024-06-26,746456,Philadelphia Phillies,Detroit Tigers,6,2,away
2024,2024-06-26,745073,Seattle Mariners,Tampa Bay Rays,5,2,away
2024,2024-06-26,746372,Colorado Rockies,Houston Astros,2,5,home
2024,2024-06-26,745399,Washington Nationals,San Diego Padres,7,9,home
2024,2024-06-27,745565,Miami Marlins,Philadelphia Phillies,7,4,away
2024,2024-06-27,746816,Atlanta Braves,Chicago White Sox,0,1,home
2024,2024-06-27,744919,New York Yankees,Toronto Blue Jays,2,9,home
2024,2024-06-27,747020,Texas Rangers,Baltimore Orioles,2,11,home
2024,2024-06-27,745162,Cincinnati Reds,St. Louis Cardinals,11,4,away
2024,2024-06-27,746777,Los Angeles Dodgers,Chicago White Sox,4,0,away
2024,2024-06-27,747184,Minnesota Twins,Arizona Diamondbacks,8,3,away
2024,2024-06-27,745324,Chicago Cubs,San Francisco Giants,5,3,away
2024,2024-06-27,747185,Minnesota Twins,Arizona Diamondbacks,13,6,away
2024,2024-06-27,745325,Chicago Cubs,San Francisco Giants,3,4,home
2024,2024-06-28,747105,Pittsburgh Pirates,Atlanta Braves,1,6,home
2024,2024-06-28,746776,Colorado Rockies,Chicago White Sox,3,5,home
