season,date,game_id,away_team,home_team,away_score,home_score,winner
2022,2022-04-07,663178,Milwaukee Brewers,Chicago Cubs,4,5,home
2022,2022-04-07,662766,Cleveland Guardians,Kansas City Royals,1,3,home
2022,2022-04-07,662021,Pittsburgh Pirates,St. Louis Cardinals,0,9,home
2022,2022-04-07,662571,New York Mets,Washington Nationals,5,1,away
2022,2022-04-08,661577,Cincinnati Reds,Atlanta Braves,6,3,away
2022,2022-04-08,661042,Houston Astros,Los Angeles Angels,3,1,away
2022,2022-04-08,663418,San Diego Padres,Arizona Diamondbacks,2,4,home
2022,2022-04-08,661333,Boston Red Sox,New York Yankees,5,6,home
2022,2022-04-08,662888,Chicago White Sox,Detroit Tigers,4,5,home
2022,2022-04-08,661131,Oakland Athletics,Philadelphia Phillies,5,9,home
2022,2022-04-08,661918,Baltimore Orioles,Tampa Bay Rays,1,2,home
2022,2022-04-08,662933,Los Angeles Dodgers,Colorado Rockies,5,3,away
2022,2022-04-08,661750,Seattle Mariners,Minnesota Twins,2,1,away
2022,2022-04-08,662124,Miami Marlins,San Francisco Giants,5,6,home
2022,2022-04-08,662559,New York Mets,Washington Nationals,7,3,away
2022,2022-04-08,661782,Texas Rangers,Toronto Blue Jays,8,10,home
2022,2022-04-08,661576,Cincinnati Reds,Atlanta Braves,6,7,home
2022,2022-04-09,661130,Oakland Athletics,Philadelphia Phillies,2,4,home
2022,2022-04-09,661575,Cincinnati Reds,Atlanta Braves,1,2,home
2022,2022-04-09,662588,New York Mets,Washington Nationals,5,0,away
2022,2022-04-09,662765,Cleveland Guardians,Kansas City Royals,0,1,home
2022,2022-04-09,661332,Boston Red Sox,New York Yankees,2,4,home
2022,2022-04-09,661803,Texas Rangers,Toronto Blue Jays,3,4,home
2022,2022-04-09,662123,Miami Marlins,San Francisco Giants,2,1,away
2022,2022-04-09,662020,Pittsburgh Pirates,St. Louis Cardinals,2,6,home
2022,2022-04-09,661756,Seattle Mariners,Minnesota Twins,4,3,away
2022,2022-04-09,662864,Chicago White Sox,Detroit Tigers,5,2,away
2022,2022-04-09,661917,Baltimore Orioles,Tampa Bay Rays,3,5,home
2022,2022-04-09,663417,San Diego Padres,Arizona Diamondbacks,3,0,away
2022,2022-04-09,661041,Houston Astros,Los Angeles Angels,13,6,away
2022,2022-04-09,663205,Milwaukee Brewers,Chicago Cubs,0,9,home
2022,2022-04-10,662122,Miami Marlins,San Francisco Giants,2,3,home
2022,2022-04-10,662934,Los Angeles Dodgers,Colorado Rockies,4,9,home
2022,2022-04-10,663204,Milwaukee Brewers,Chicago Cubs,5,4,away
2022,2022-04-10,662019,Pittsburgh Pirates,St. Louis Cardinals,9,4,away
2022,2022-04-10,661738,Seattle Mariners,Minnesota Twins,4,10,home
2022,2022-04-10,662755,Cleveland Guardians,Kansas City Royals,17,3,away
2022,2022-04-10,661316,Boston Red Sox,New York Yankees,4,3,away
2022,2022-04-10,663395,San Diego Padres,Arizona Diamondbacks,10,5,away
2022,2022-04-10,661039,Houston Astros,Los Angeles Angels,4,1,away
2022,2022-04-10,663404,San Diego Padres,Arizona Diamondbacks,5,2,away
2022,2022-04-10,662931,Los Angeles Dodgers,Colorado Rockies,2,3,home
2022,2022-04-10,661802,Texas Rangers,Toronto Blue Jays,12,6,away
2022,2022-04-10,661573,Cincinnati Reds,Atlanta Braves,6,3,away
2022,2022-04-10,662570,New York Mets,Washington Nationals,2,4,home
2022,2022-04-10,662887,Chicago White Sox,Detroit Tigers,10,1,away
2022,2022-04-10,661916,Baltimore Orioles,Tampa Bay Rays,0,8,home
2022,2022-04-10,661129,Oakland Athletics,Philadelphia Phillies,4,1,away
2022,2022-04-10,661040,Houston Astros,Los Angeles Angels,0,2,home
2022,2022-04-11,661637,New York Mets,Philadelphia Phillies,4,5,home
2022,2022-04-11,661572,Washington Nationals,Atlanta Braves,11,2,away
2022,2022-04-11,661315,Toronto Blue Jays,New York Yankees,3,0,away
2022,2022-04-11,661915,Oakland Athletics,Tampa Bay Rays,13,2,away
2022,2022-04-11,661754,Seattle Mariners,Minnesota Twins,0,4,home
2022,2022-04-11,662042,Colorado Rockies,Texas Rangers,6,4,away
2022,2022-04-11,663403,Milwaukee Brewers,Baltimore Orioles,0,2,home
2022,2022-04-11,662754,Cleveland Guardians,Kansas City Royals,10,7,away
2022,2022-04-11,662863,Boston Red Sox,Detroit Tigers,1,3,home
2022,2022-04-12,662017,Kansas City Royals,St. Louis Cardinals,5,6,home
2022,2022-04-12,661753,Los Angeles Dodgers,Minnesota Twins,7,2,away
2022,2022-04-12,661571,Washington Nationals,Atlanta Braves,4,16,home
2022,2022-04-12,661038,Miami Marlins,Los Angeles Angels,3,4,home
2022,2022-04-12,663295,Milwaukee Brewers,Baltimore Orioles,5,4,away
2022,2022-04-12,661636,New York Mets,Philadelphia Phillies,2,0,away
2022,2022-04-12,661314,Toronto Blue Jays,New York Yankees,0,4,home
2022,2022-04-12,662318,Chicago Cubs,Pittsburgh Pirates,2,1,away
2022,2022-04-12,661538,Seattle Mariners,Chicago White Sox,2,3,home
2022,2022-04-12,663088,Cleveland Guardians,Cincinnati Reds,10,5,away
2022,2022-04-12,662862,Boston Red Sox,Detroit Tigers,5,3,away
2022,2022-04-12,662116,San Diego Padres,San Francisco Giants,4,2,away
2022,2022-04-12,661036,Miami Marlins,Los Angeles Angels,2,6,home
2022,2022-04-12,661944,Oakland Athletics,Tampa Bay Rays,8,9,home
2022,2022-04-13,663411,Houston Astros,Arizona Diamondbacks,2,1,away
2022,2022-04-13,662885,Boston Red Sox,Detroit Tigers,9,7,away
2022,2022-04-13,661570,Washington Nationals,Atlanta Braves,3,1,away
2022,2022-04-13,663117,Cleveland Guardians,Cincinnati Reds,7,3,away
2022,2022-04-13,662317,Chicago Cubs,Pittsburgh Pirates,2,6,home
2022,2022-04-13,661995,Colorado Rockies,Texas Rangers,4,1,away
2022,2022-04-13,662104,San Diego Padres,San Francisco Giants,2,13,home
2022,2022-04-13,661530,Seattle Mariners,Chicago White Sox,4,6,home
2022,2022-04-13,663433,Milwaukee Brewers,Baltimore Orioles,4,2,away
2022,2022-04-13,661734,Los Angeles Dodgers,Minnesota Twins,7,0,away
2022,2022-04-13,663341,Houston Astros,Arizona Diamondbacks,2,3,home
2022,2022-04-13,662115,San Diego Padres,San Francisco Giants,1,2,home
2022,2022-04-13,661643,New York Mets,Philadelphia Phillies,9,6,away
2022,2022-04-13,661313,Toronto Blue Jays,New York Yankees,6,4,away
2022,2022-04-13,661943,Oakland Athletics,Tampa Bay Rays,4,2,away
2022,2022-04-14,661312,Toronto Blue Jays,New York Yankees,0,3,home
2022,2022-04-14,661418,Philadelphia Phillies,Miami Marlins,3,4,home
2022,2022-04-14,662307,Washington Nationals,Pittsburgh Pirates,4,9,home
2022,2022-04-14,661292,St. Louis Cardinals,Milwaukee Brewers,1,5,home
2022,2022-04-14,661942,Oakland Athletics,Tampa Bay Rays,6,3,away
2022,2022-04-14,661529,Seattle Mariners,Chicago White Sox,5,1,away
2022,2022-04-15,663265,Minnesota Twins,Boston Red Sox,8,4,away
2022,2022-04-15,661993,Los Angeles Angels,Texas Rangers,5,10,home
2022,2022-04-15,662702,Detroit Tigers,Kansas City Royals,4,2,away
2022,2022-04-15,662237,Atlanta Braves,San Diego Padres,1,12,home
2022,2022-04-15,662950,Chicago Cubs,Colorado Rockies,5,2,away
2022,2022-04-15,662291,Washington Nationals,Pittsburgh Pirates,7,2,away
2022,2022-04-15,661417,Philadelphia Phillies,Miami Marlins,1,7,home
2022,2022-04-15,662485,Arizona Diamondbacks,New York Mets,3,10,home
2022,2022-04-15,663357,New York Yankees,Baltimore Orioles,1,2,home
2022,2022-04-15,661792,Oakland Athletics,Toronto Blue Jays,1,4,home
2022,2022-04-15,663136,San Francisco Giants,Cleveland Guardians,4,1,away
2022,2022-04-15,661528,Tampa Bay Rays,Chicago White Sox,2,3,home
2022,2022-04-15,662627,Cincinnati Reds,Los Angeles Dodgers,3,9,home
2022,2022-04-16,662290,Washington Nationals,Pittsburgh Pirates,4,6,home
2022,2022-04-16,661416,Philadelphia Phillies,Miami Marlins,10,3,away
2022,2022-04-16,663266,New York Yankees,Baltimore Orioles,5,2,away
2022,2022-04-16,662620,Cincinnati Reds,Los Angeles Dodgers,1,3,home
2022,2022-04-16,662798,Detroit Tigers,Kansas City Royals,1,3,home
2022,2022-04-16,661335,St. Louis Cardinals,Milwaukee Brewers,2,1,away
2022,2022-04-16,661981,Los Angeles Angels,Texas Rangers,7,2,away
2022,2022-04-16,663238,Minnesota Twins,Boston Red Sox,0,4,home
2022,2022-04-16,662235,Atlanta Braves,San Diego Padres,5,2,away
2022,2022-04-16,662960,Chicago Cubs,Colorado Rockies,5,6,home
2022,2022-04-16,661527,Tampa Bay Rays,Chicago White Sox,2,3,home
2022,2022-04-16,662192,Houston Astros,Seattle Mariners,1,11,home
2022,2022-04-16,661267,St. Louis Cardinals,Milwaukee Brewers,10,1,away
2022,2022-04-16,661759,Oakland Athletics,Toronto Blue Jays,7,5,away
2022,2022-04-16,662236,Atlanta Braves,San Diego Padres,5,2,away
2022,2022-04-16,662701,Detroit Tigers,Kansas City Royals,2,1,away
2022,2022-04-16,663076,San Francisco Giants,Cleveland Guardians,4,2,away
2022,2022-04-16,662626,Arizona Diamondbacks,New York Mets,3,2,away
2022,2022-04-16,662014,Los Angeles Angels,Texas Rangers,9,6,away
2022,2022-04-17,662174,Houston Astros,Seattle Mariners,2,7,home
2022,2022-04-17,662618,Cincinnati Reds,Los Angeles Dodgers,1,9,home
2022,2022-04-17,662930,Chicago Cubs,Colorado Rockies,6,4,away
2022,2022-04-17,662038,Los Angeles Angels,Texas Rangers,8,3,away
2022,2022-04-17,661226,St. Louis Cardinals,Milwaukee Brewers,5,6,home
2022,2022-04-17,661462,Tampa Bay Rays,Chicago White Sox,9,3,away
2022,2022-04-17,661415,Philadelphia Phillies,Miami Marlins,3,11,home
2022,2022-04-17,663132,San Francisco Giants,Cleveland Guardians,8,1,away
2022,2022-04-17,662234,Atlanta Braves,San Diego Padres,1,2,home
2022,2022-04-17,662966,Chicago Cubs,Colorado Rockies,6,9,home
2022,2022-04-17,661804,Oakland Athletics,Toronto Blue Jays,3,4,home
2022,2022-04-17,663308,Minnesota Twins,Boston Red Sox,1,8,home
2022,2022-04-17,662294,Washington Nationals,Pittsburgh Pirates,3,5,home
2022,2022-04-17,663365,New York Yankees,Baltimore Orioles,0,5,home
2022,2022-04-17,662619,Cincinnati Reds,Los Angeles Dodgers,2,5,home
2022,2022-04-17,662206,Houston Astros,Seattle Mariners,4,0,away
2022,2022-04-17,662625,Arizona Diamondbacks,New York Mets,0,5,home
2022,2022-04-18,661242,Pittsburgh Pirates,Milwaukee Brewers,1,6,home
2022,2022-04-18,663236,Minnesota Twins,Boston Red Sox,8,3,away
2022,2022-04-18,663197,Tampa Bay Rays,Chicago Cubs,2,4,home
2022,2022-04-19,663196,Tampa Bay Rays,Chicago Cubs,6,5,away
2022,2022-04-19,663249,Toronto Blue Jays,Boston Red Sox,1,2,home
2022,2022-04-19,662896,New York Yankees,Detroit Tigers,4,2,away
2022,2022-04-19,661405,St. Louis Cardinals,Miami Marlins,5,1,away
2022,2022-04-19,662616,San Francisco Giants,New York Mets,1,3,home
2022,2022-04-19,662350,San Francisco Giants,New York Mets,4,5,home
2022,2022-04-19,661211,Pittsburgh Pirates,Milwaukee Brewers,2,5,home
2022,2022-04-19,662583,Arizona Diamondbacks,Washington Nationals,0,1,home
2022,2022-04-19,662587,Arizona Diamondbacks,Washington Nationals,1,6,home
2022,2022-04-19,662617,Atlanta Braves,Los Angeles Dodgers,4,7,home
2022,2022-04-19,662233,Cincinnati Reds,San Diego Padres,1,4,home
2022,2022-04-19,662407,Baltimore Orioles,Oakland Athletics,1,5,home
2022,2022-04-19,662929,Philadelphia Phillies,Colorado Rockies,1,4,home
2022,2022-04-19,662928,Los Angeles Angels,Houston Astros,3,8,home
2022,2022-04-20,662861,New York Yankees,Detroit Tigers,5,3,away
2022,2022-04-20,661404,St. Louis Cardinals,Miami Marlins,2,0,away
2022,2022-04-20,662926,Los Angeles Angels,Houston Astros,6,0,away
2022,2022-04-20,662392,Baltimore Orioles,Oakland Athletics,1,0,away
2022,2022-04-20,662231,Cincinnati Reds,San Diego Padres,0,6,home
2022,2022-04-20,662734,Atlanta Braves,Los Angeles Dodgers,1,5,home
2022,2022-04-20,663247,Toronto Blue Jays,Boston Red Sox,6,1,away
2022,2022-04-20,662349,San Francisco Giants,New York Mets,5,2,away
2022,2022-04-20,662924,Philadelphia Phillies,Colorado Rockies,9,6,away
2022,2022-04-20,662560,Arizona Diamondbacks,Washington Nationals,11,2,away
2022,2022-04-20,663094,Chicago White Sox,Cleveland Guardians,1,11,home
2022,2022-04-20,662753,Minnesota Twins,Kansas City Royals,3,4,home
2022,2022-04-20,662927,Los Angeles Angels,Houston Astros,7,2,away
2022,2022-04-20,663075,Chicago White Sox,Cleveland Guardians,1,2,home
2022,2022-04-20,661203,Pittsburgh Pirates,Milwaukee Brewers,2,4,home
2022,2022-04-20,662717,Atlanta Braves,Los Angeles Dodgers,3,1,away
2022,2022-04-20,662161,Texas Rangers,Seattle Mariners,2,6,home
2022,2022-04-20,662232,Cincinnati Reds,San Diego Padres,2,6,home
2022,2022-04-20,662406,Baltimore Orioles,Oakland Athletics,1,2,home
2022,2022-04-20,662925,Philadelphia Phillies,Colorado Rockies,5,6,home
2022,2022-04-21,661391,St. Louis Cardinals,Miami Marlins,0,5,home
2022,2022-04-21,662558,Arizona Diamondbacks,Washington Nationals,4,3,away
2022,2022-04-21,662391,Baltimore Orioles,Oakland Athletics,4,6,home
2022,2022-04-21,662742,Minnesota Twins,Kansas City Royals,1,0,away
2022,2022-04-21,663145,Pittsburgh Pirates,Chicago Cubs,4,3,away
2022,2022-04-21,662850,New York Yankees,Detroit Tigers,0,3,home
2022,2022-04-21,663093,Chicago White Sox,Cleveland Guardians,3,6,home
2022,2022-04-21,662593,San Francisco Giants,New York Mets,2,6,home
2022,2022-04-21,663225,Toronto Blue Jays,Boston Red Sox,3,2,away
2022,2022-04-21,662178,Texas Rangers,Seattle Mariners,2,4,home
2022,2022-04-21,662703,Minnesota Twins,Kansas City Royals,0,2,home
2022,2022-04-22,661311,Cleveland Guardians,New York Yankees,1,4,home
2022,2022-04-22,661621,Milwaukee Brewers,Philadelphia Phillies,2,4,home
2022,2022-04-22,662177,Texas Rangers,Seattle Mariners,8,6,away
2022,2022-04-22,661569,Miami Marlins,Atlanta Braves,0,3,home
2022,2022-04-22,663169,St. Louis Cardinals,Cincinnati Reds,4,2,away
2022,2022-04-22,662557,San Francisco Giants,Washington Nationals,7,1,away
2022,2022-04-22,661914,Boston Red Sox,Tampa Bay Rays,4,3,away
2022,2022-04-23,662875,Toronto Blue Jays,Houston Astros,3,2,away
2022,2022-04-23,662389,Texas Rangers,Oakland Athletics,2,0,away
2022,2022-04-23,661620,Milwaukee Brewers,Philadelphia Phillies,5,3,away
2022,2022-04-23,661752,Chicago White Sox,Minnesota Twins,2,9,home
2022,2022-04-23,663144,Pittsburgh Pirates,Chicago Cubs,0,21,home
2022,2022-04-23,662849,Colorado Rockies,Detroit Tigers,3,2,away
2022,2022-04-23,662848,Colorado Rockies,Detroit Tigers,0,13,home
2022,2022-04-23,661568,Miami Marlins,Atlanta Braves,9,7,away
2022,2022-04-23,661941,Boston Red Sox,Tampa Bay Rays,2,3,home
2022,2022-04-23,663100,St. Louis Cardinals,Cincinnati Reds,5,0,away
2022,2022-04-23,661037,Baltimore Orioles,Los Angeles Angels,5,3,away
2022,2022-04-23,661755,Chicago White Sox,Minnesota Twins,1,2,home
2022,2022-04-23,662922,Toronto Blue Jays,Houston Astros,4,3,away
2022,2022-04-23,661310,Cleveland Guardians,New York Yankees,4,5,home
2022,2022-04-23,663195,Pittsburgh Pirates,Chicago Cubs,4,2,away
2022,2022-04-23,662549,San Francisco Giants,Washington Nationals,5,2,away
2022,2022-04-23,662390,Texas Rangers,Oakland Athletics,8,1,away
2022,2022-04-23,662175,Kansas City Royals,Seattle Mariners,1,4,home
2022,2022-04-23,662230,Los Angeles Dodgers,San Diego Padres,6,1,away
2022,2022-04-23,663394,New York Mets,Arizona Diamondbacks,6,5,away
2022,2022-04-24,663166,Pittsburgh Pirates,Chicago Cubs,4,3,away
2022,2022-04-24,661033,Baltimore Orioles,Los Angeles Angels,6,7,home
2022,2022-04-24,662921,Toronto Blue Jays,Houston Astros,7,8,home
2022,2022-04-24,662388,Texas Rangers,Oakland Athletics,0,2,home
2022,2022-04-24,662274,Los Angeles Dodgers,San Diego Padres,10,2,away
2022,2022-04-24,662188,Kansas City Royals,Seattle Mariners,4,5,home
2022,2022-04-24,661640,Milwaukee Brewers,Philadelphia Phillies,1,0,away
2022,2022-04-24,663361,New York Mets,Arizona Diamondbacks,6,2,away
2022,2022-04-24,663111,St. Louis Cardinals,Cincinnati Reds,1,4,home
2022,2022-04-24,661781,Chicago White Sox,Minnesota Twins,4,6,home
2022,2022-04-24,661590,Miami Marlins,Atlanta Braves,5,4,away
2022,2022-04-24,662539,San Francisco Giants,Washington Nationals,12,3,away
2022,2022-04-24,661931,Boston Red Sox,Tampa Bay Rays,2,5,home
2022,2022-04-24,662853,Colorado Rockies,Detroit Tigers,6,2,away
2022,2022-04-24,662191,Kansas City Royals,Seattle Mariners,7,13,home
2022,2022-04-24,661035,Baltimore Orioles,Los Angeles Angels,5,4,away
2022,2022-04-24,662276,Los Angeles Dodgers,San Diego Padres,2,3,home
2022,2022-04-24,663384,New York Mets,Arizona Diamondbacks,2,5,home
2022,2022-04-24,661317,Cleveland Guardians,New York Yankees,2,10,home
2022,2022-04-25,662008,New York Mets,St. Louis Cardinals,5,2,away
2022,2022-04-25,661760,Boston Red Sox,Toronto Blue Jays,2,6,home
2022,2022-04-25,661210,San Francisco Giants,Milwaukee Brewers,4,2,away
2022,2022-04-25,661639,Colorado Rockies,Philadelphia Phillies,2,8,home
2022,2022-04-26,661589,Chicago Cubs,Atlanta Braves,1,3,home
2022,2022-04-26,661536,Kansas City Royals,Chicago White Sox,6,0,away
2022,2022-04-26,662007,New York Mets,St. Louis Cardinals,3,0,away
2022,2022-04-26,661758,Boston Red Sox,Toronto Blue Jays,5,6,home
2022,2022-04-26,661309,Baltimore Orioles,New York Yankees,8,12,home
2022,2022-04-26,662540,Miami Marlins,Washington Nationals,5,2,away
2022,2022-04-26,661733,Detroit Tigers,Minnesota Twins,4,5,home
2022,2022-04-26,661929,Seattle Mariners,Tampa Bay Rays,8,4,away
2022,2022-04-26,661034,Cleveland Guardians,Los Angeles Angels,0,3,home
2022,2022-04-26,661979,Houston Astros,Texas Rangers,2,6,home
2022,2022-04-26,663079,San Diego Padres,Cincinnati Reds,9,6,away
2022,2022-04-26,662297,Milwaukee Brewers,Pittsburgh Pirates,12,8,away
2022,2022-04-26,661567,Colorado Rockies,Philadelphia Phillies,3,10,home
2022,2022-04-26,663382,Los Angeles Dodgers,Arizona Diamondbacks,4,0,away
2022,2022-04-27,661739,Detroit Tigers,Minnesota Twins,0,5,home
2022,2022-04-27,662546,Miami Marlins,Washington Nationals,2,1,away
2022,2022-04-27,661552,Chicago Cubs,Atlanta Braves,6,3,away
2022,2022-04-27,661909,Seattle Mariners,Tampa Bay Rays,2,3,home
2022,2022-04-27,661757,Boston Red Sox,Toronto Blue Jays,7,1,away
2022,2022-04-27,661306,Baltimore Orioles,New York Yankees,2,5,home
2022,2022-04-27,661638,Colorado Rockies,Philadelphia Phillies,3,7,home
2022,2022-04-27,663148,San Diego Padres,Cincinnati Reds,8,5,away
2022,2022-04-27,661980,Houston Astros,Texas Rangers,5,1,away
2022,2022-04-27,663393,Los Angeles Dodgers,Arizona Diamondbacks,1,3,home
2022,2022-04-27,662048,New York Mets,St. Louis Cardinals,5,10,home
2022,2022-04-27,662086,Oakland Athletics,San Francisco Giants,2,8,home
2022,2022-04-27,663383,Los Angeles Dodgers,Arizona Diamondbacks,3,5,home
2022,2022-04-27,661533,Kansas City Royals,Chicago White Sox,3,7,home
2022,2022-04-27,661032,Cleveland Guardians,Los Angeles Angels,1,4,home
2022,2022-04-27,662289,Milwaukee Brewers,Pittsburgh Pirates,3,1,away
2022,2022-04-28,662047,Arizona Diamondbacks,St. Louis Cardinals,3,8,home
2022,2022-04-28,661551,Chicago Cubs,Atlanta Braves,1,5,home
2022,2022-04-28,661908,Seattle Mariners,Tampa Bay Rays,1,2,home
2022,2022-04-28,661532,Kansas City Royals,Chicago White Sox,5,2,away
2022,2022-04-28,661912,Houston Astros,Texas Rangers,3,2,away
2022,2022-04-28,663432,Cleveland Guardians,Los Angeles Angels,1,4,home
2022,2022-04-28,661827,Boston Red Sox,Toronto Blue Jays,0,1,home
2022,2022-04-28,661729,Detroit Tigers,Minnesota Twins,1,7,home
2022,2022-04-28,661641,Colorado Rockies,Philadelphia Phillies,1,7,home
2022,2022-04-28,662538,Miami Marlins,Washington Nationals,3,2,away
2022,2022-04-28,662295,Milwaukee Brewers,Pittsburgh Pirates,3,2,away
2022,2022-04-28,663078,San Diego Padres,Cincinnati Reds,7,5,away
2022,2022-04-28,661305,Baltimore Orioles,New York Yankees,5,10,home
2022,2022-04-28,662066,Oakland Athletics,San Francisco Giants,1,0,away
2022,2022-04-28,663439,Cleveland Guardians,Los Angeles Angels,5,9,home
2022,2022-04-28,661964,Houston Astros,Texas Rangers,4,3,away
2022,2022-04-29,661535,Los Angeles Angels,Chicago White Sox,5,1,away
2022,2022-04-29,661907,Minnesota Twins,Tampa Bay Rays,1,6,home
2022,2022-04-29,661826,Houston Astros,Toronto Blue Jays,11,7,away
2022,2022-04-29,662592,Philadelphia Phillies,New York Mets,0,3,home
2022,2022-04-29,662296,San Diego Padres,Pittsburgh Pirates,7,3,away
2022,2022-04-29,663337,Boston Red Sox,Baltimore Orioles,3,1,away
2022,2022-04-29,661390,Seattle Mariners,Miami Marlins,6,8,home
2022,2022-04-30,662591,Philadelphia Phillies,New York Mets,4,1,away
2022,2022-04-30,661389,Seattle Mariners,Miami Marlins,1,3,home
2022,2022-04-30,663364,Boston Red Sox,Baltimore Orioles,1,2,home
2022,2022-04-30,662797,New York Yankees,Kansas City Royals,3,0,away
2022,2022-04-30,661208,Chicago Cubs,Milwaukee Brewers,1,9,home
2022,2022-04-30,661901,Atlanta Braves,Texas Rangers,1,3,home
2022,2022-04-30,662393,Cleveland Guardians,Oakland Athletics,3,1,away
2022,2022-04-30,662288,San Diego Padres,Pittsburgh Pirates,6,7,home
2022,2022-04-30,661534,Los Angeles Angels,Chicago White Sox,0,4,home
2022,2022-04-30,661906,Minnesota Twins,Tampa Bay Rays,9,1,away
2022,2022-04-30,661825,Houston Astros,Toronto Blue Jays,1,2,home
2022,2022-04-30,661209,Chicago Cubs,Milwaukee Brewers,1,11,home
2022,2022-04-30,662084,Washington Nationals,San Francisco Giants,3,9,home
2022,2022-04-30,662081,Washington Nationals,San Francisco Giants,14,4,away
2022,2022-04-30,663009,Cincinnati Reds,Colorado Rockies,4,10,home
2022,2022-04-30,661911,Atlanta Braves,Texas Rangers,6,3,away
2022,2022-04-30,662699,Detroit Tigers,Los Angeles Dodgers,1,5,home
2022,2022-04-30,662037,Arizona Diamondbacks,St. Louis Cardinals,6,2,away
2022,2022-04-30,662036,Arizona Diamondbacks,St. Louis Cardinals,2,0,away
2022,2022-04-30,662405,Cleveland Guardians,Oakland Athletics,9,8,away
2022,2022-05-01,661531,Los Angeles Angels,Chicago White Sox,6,5,away
2022,2022-05-01,662691,New York Yankees,Kansas City Royals,6,4,away
2022,2022-05-01,662397,Cleveland Guardians,Oakland Athletics,7,3,away
2022,2022-05-01,662716,Detroit Tigers,Los Angeles Dodgers,3,6,home
2022,2022-05-01,662106,Washington Nationals,San Francisco Giants,11,5,away
2022,2022-05-01,663007,Cincinnati Reds,Colorado Rockies,1,10,home
2022,2022-05-01,661365,Seattle Mariners,Miami Marlins,7,3,away
2022,2022-05-01,661824,Houston Astros,Toronto Blue Jays,2,3,home
2022,2022-05-01,661935,Atlanta Braves,Texas Rangers,3,7,home
2022,2022-05-01,661216,Chicago Cubs,Milwaukee Brewers,2,0,away
2022,2022-05-01,662293,San Diego Padres,Pittsburgh Pirates,5,2,away
2022,2022-05-01,661905,Minnesota Twins,Tampa Bay Rays,9,3,away
2022,2022-05-01,663363,Boston Red Sox,Baltimore Orioles,5,9,home
2022,2022-05-01,663008,Cincinnati Reds,Colorado Rockies,3,4,home
2022,2022-05-01,662698,Detroit Tigers,Los Angeles Dodgers,5,1,away
2022,2022-05-01,662579,Philadelphia Phillies,New York Mets,6,10,home
2022,2022-05-01,661988,Arizona Diamondbacks,St. Louis Cardinals,5,7,home
2022,2022-05-02,662578,Atlanta Braves,New York Mets,5,2,away
2022,2022-05-02,661823,New York Yankees,Toronto Blue Jays,3,2,away
2022,2022-05-02,663362,Minnesota Twins,Baltimore Orioles,2,1,away
2022,2022-05-02,661526,Los Angeles Angels,Chicago White Sox,0,3,home
2022,2022-05-02,662009,Kansas City Royals,St. Louis Cardinals,0,1,home
2022,2022-05-02,661362,Arizona Diamondbacks,Miami Marlins,5,4,away
2022,2022-05-03,662569,Atlanta Braves,New York Mets,4,5,home
2022,2022-05-03,661200,Cincinnati Reds,Milwaukee Brewers,3,6,home
2022,2022-05-03,663165,Chicago White Sox,Chicago Cubs,3,1,away
2022,2022-05-03,662920,Seattle Mariners,Houston Astros,0,3,home
2022,2022-05-03,661635,Texas Rangers,Philadelphia Phillies,6,4,away
2022,2022-05-03,661364,Arizona Diamondbacks,Miami Marlins,5,4,away
2022,2022-05-03,663463,Minnesota Twins,Baltimore Orioles,7,2,away
2022,2022-05-03,662459,Atlanta Braves,New York Mets,0,3,home
2022,2022-05-03,662387,Tampa Bay Rays,Oakland Athletics,6,1,away
2022,2022-05-03,661796,New York Yankees,Toronto Blue Jays,9,1,away
2022,2022-05-03,663237,Los Angeles Angels,Boston Red Sox,0,4,home
2022,2022-05-04,663248,Los Angeles Angels,Boston Red Sox,10,5,away
2022,2022-05-04,661795,New York Yankees,Toronto Blue Jays,1,2,home
2022,2022-05-04,663462,Minnesota Twins,Baltimore Orioles,4,9,home
2022,2022-05-04,662382,Tampa Bay Rays,Oakland Athletics,3,0,away
2022,2022-05-04,662835,Seattle Mariners,Houston Astros,2,7,home
2022,2022-05-04,662739,St. Louis Cardinals,Kansas City Royals,10,0,away
2022,2022-05-04,661634,Texas Rangers,Philadelphia Phillies,2,1,away
2022,2022-05-04,661197,Cincinnati Reds,Milwaukee Brewers,4,18,home
2022,2022-05-04,663164,Chicago White Sox,Chicago Cubs,4,3,away
2022,2022-05-04,662577,Atlanta Braves,New York Mets,9,2,away
2022,2022-05-04,663067,San Diego Padres,Cleveland Guardians,5,4,away
2022,2022-05-04,662994,Washington Nationals,Colorado Rockies,10,2,away
2022,2022-05-04,662690,St. Louis Cardinals,Kansas City Royals,1,7,home
2022,2022-05-04,662919,Seattle Mariners,Houston Astros,0,4,home
2022,2022-05-04,662708,San Francisco Giants,Los Angeles Dodgers,1,3,home
2022,2022-05-04,663068,San Diego Padres,Cleveland Guardians,5,6,home
2022,2022-05-04,662838,Pittsburgh Pirates,Detroit Tigers,2,3,home
2022,2022-05-04,662839,Pittsburgh Pirates,Detroit Tigers,7,2,away
2022,2022-05-04,662386,Tampa Bay Rays,Oakland Athletics,10,7,away
2022,2022-05-04,661363,Arizona Diamondbacks,Miami Marlins,8,7,away
2022,2022-05-05,663013,Washington Nationals,Colorado Rockies,7,9,home
2022,2022-05-05,663066,Toronto Blue Jays,Cleveland Guardians,5,6,home
